pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,145.0,145885.0
Argentina,Capital Federal,Puerto Madero,Departamento,4.0,2.0,2.0,220.0,1680000.0
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,2.0,90.0,88081.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,79.0,328000.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,49.0,92000.0
Argentina,Capital Federal,Tribunales,Departamento,1.0,1.0,1.0,31.0,65000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,100.0,192678.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,65.0,98000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,49.0,80000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,1.0,65.0,245000.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,2.0,89.0,180000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40.0,67000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,35.0,56500.0
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,16.0,39000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,80.0,108726.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,2.0,80.0,265000.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,54.0,73000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,56.0,43490.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,50.0,110000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40.0,140000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,60.0,85000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,95.0,188549.0
Argentina,Buenos Aires Costa Atlántica,San Bernardo,Departamento,2.0,1.0,1.0,40.0,48000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,132.0,150014.0
Argentina,Bs.As. G.B.A. Zona Norte,José C Paz,Departamento,2.0,1.0,1.0,45.0,60000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,2.0,2.0,97.0,350000.0
Argentina,Capital Federal,Puerto Madero,Departamento,1.0,1.0,2.0,87.0,515000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,74.0,70190.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,3.0,75.0,139900.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,49.0,127000.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,100.0,174500.0
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,138.0,621000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,50.0,105000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,49.0,89425.0
Argentina,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,Departamento,2.0,1.0,1.0,60.0,110000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,5.0,256.0,371594.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,39.0,110000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,68.0,48170.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,3.0,153.0,480000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,77.0,45417.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,24.0,67500.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,60.0,165000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,58900.0
Argentina,Capital Federal,Almagro,Departamento,5.0,4.0,3.0,104.0,175000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,95000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,62.0,68814.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,3.0,79.0,134875.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,1.0,85.0,185000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,180.0,123865.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,63.0,85148.0
Colombia,Quindío,Armenia,Apartamento,1.0,1.0,1.0,47.0,41288.0
Argentina,Neuquén,Confluencia,Departamento,2.0,1.0,1.0,48.0,100000.0
Colombia,Santander,Bucaramanga,Apartamento,4.0,4.0,4.0,204.0,173410.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,63.0,199000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,116.0,115607.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,47.0,65000.0
Argentina,Capital Federal,Belgrano,Departamento,5.0,4.0,4.0,192.0,830000.0
Argentina,Capital Federal,Monserrat,Departamento,2.0,1.0,1.0,46.0,84000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,52.0,86900.0
Argentina,Capital Federal,Monserrat,Departamento,2.0,1.0,1.0,65.0,113000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,60.0,39912.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,100.0,119736.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,57.0,149000.0
Argentina,Capital Federal,Retiro,Departamento,4.0,3.0,2.0,131.0,460000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,2.0,1.0,60.0,55000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,100.0,570000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,67.0,72942.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,98.0,90834.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,87.0,220000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,85.0,101844.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,202.0,440407.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,50.0,170000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,63.0,49546.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,24.0,67500.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,3.0,112.0,319200.0
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,30.0,53000.0
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,50.0,89000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,122.0,156867.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,105.0,330000.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,4.0,3.0,2.0,80.0,112000.0
Colombia,Santander,Girón,Apartamento,3.0,3.0,2.0,82.0,44041.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,3.0,2.0,2.0,97.0,173000.0
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,1.0,50.0,31654.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,35.0,60000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,2.0,56.0,182000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,3.0,2.0,3.0,105.0,390000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,73900.0
Argentina,Capital Federal,Villa Devoto,Departamento,6.0,5.0,4.0,216.0,388000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,41.0,41839.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,40.0,40000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,2.0,90.0,274900.0
Argentina,Capital Federal,Boedo,Departamento,4.0,3.0,2.0,110.0,250000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,34.0,140000.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,8.0,6.0,2.0,217.0,260000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,40.0,105000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,44.0,92000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,2.0,2.0,50.0,104800.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,41.0,77000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,141.0,295899.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,62.0,48170.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,4.0,3.0,1.0,71.0,83000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,33.0,59900.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,73900.0
Colombia,Antioquia,Itagui,Apartamento,2.0,2.0,1.0,40.0,44041.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,42.0,109000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,40.0,25000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,93.0,280000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,2.0,146.0,425000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,142.0,184421.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,65.0,133000.0
Argentina,Santa Fe,Rosario,Departamento,6.0,4.0,3.0,195.0,380000.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,52.0,135000.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,2.0,70.0,160000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,45.0,75000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,43.0,155000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,3.0,95.0,123865.0
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,126.0,567000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,57.0,82000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,1.0,52.0,46793.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,45.0,74000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,152.0,126617.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,41.0,90000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,87.0,68814.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,60.0,98000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,58.0,60000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,64000.0
Argentina,Capital Federal,Boca,Departamento,2.0,1.0,1.0,34.0,57000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,54.0,20644.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,32.0,78800.0
Argentina,Capital Federal,Barrio Norte,Departamento,1.0,1.0,1.0,32.0,90000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,2.0,91.0,218000.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,2.0,85.0,195000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,4.0,3.0,1.0,76.0,105000.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,54.0,112000.0
Argentina,Buenos Aires Interior,Lobos,Departamento,2.0,1.0,1.0,51.0,95000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,45.0,114000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,79000.0
Argentina,Capital Federal,Retiro,Departamento,3.0,2.0,1.0,64.0,185000.0
Argentina,Capital Federal,Villa Lugano,Departamento,3.0,2.0,1.0,49.0,49000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,3.0,87.0,285000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,86.0,88081.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,266.0,357831.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,2.0,2.0,136.0,570000.0
Argentina,Capital Federal,Monserrat,Departamento,3.0,2.0,1.0,53.0,125000.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,2.0,110.0,249000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,35.0,69000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,119.0,151390.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,1.0,51.0,82576.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,110.0,210000.0
Argentina,Capital Federal,San Telmo,Departamento,1.0,1.0,1.0,40.0,80000.0
Argentina,Santa Fe,Santa Fe,Departamento,7.0,4.0,3.0,210.0,350000.0
Argentina,Capital Federal,Palermo,Departamento,5.0,4.0,5.0,335.0,2690000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,35.0,88000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,2.0,65.0,192000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,45.0,107500.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,32.0,85000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,1.0,1.0,21.0,40000.0
Colombia,Antioquia,Copacabana,Apartamento,3.0,3.0,2.0,65.0,53262.0
Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Departamento,2.0,1.0,2.0,50.0,60000.0
Argentina,Misiones,Posadas,Departamento,4.0,3.0,1.0,90.0,90000.0
Argentina,Santa Fe,Santa Fe,Departamento,2.0,1.0,1.0,51.0,112000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,117.0,295000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,34.0,160000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,2.0,2.0,98.0,260000.0
Argentina,Santa Fe,Rosario,Departamento,7.0,5.0,4.0,320.0,750000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,30.0,108000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,115.0,123865.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,41.0,54000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,46.0,115000.0
Argentina,Neuquén,Neuquén,Departamento,4.0,3.0,3.0,113.0,300000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,71.0,77071.0
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,3.0,101.0,300000.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,45.0,74000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,100.0,165000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,70.0,300000.0
Argentina,Capital Federal,Colegiales,Departamento,2.0,1.0,1.0,55.0,175000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,60.0,50922.0
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,50.0,105000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,71.0,213000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,60.0,180000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,58.0,158000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,63000.0
Colombia,Antioquia,Copacabana,Apartamento,3.0,3.0,2.0,65.0,53262.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,4.0,153.0,163776.0
Colombia,Cundinamarca,Chía,Apartamento,3.0,3.0,2.0,105.0,116983.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,72.0,33031.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,2.0,310.0,990000.0
Colombia,Antioquia,Envigado,Apartamento,4.0,4.0,3.0,103.0,70190.0
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,33.0,160000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,21.0,83000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,65.0,135000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,55.0,176000.0
Argentina,Santa Fe,Rosario,Departamento,7.0,3.0,3.0,200.0,800000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,3.0,1.0,87.0,143000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,100.0,174500.0
Argentina,Capital Federal,Villa Crespo,Departamento,1.0,1.0,1.0,80.0,152096.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,63000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,114.0,109276.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,40.0,124000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,54.0,103000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,72.0,61932.0
Argentina,Capital Federal,Barrio Norte,Departamento,6.0,4.0,2.0,120.0,390000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,117.0,151390.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,1.0,57.0,150000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,327.0,743187.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,2.0,69.0,277900.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,1.0,63.0,41288.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,110.0,86705.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,157.0,316543.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,46.0,130000.0
Argentina,Capital Federal,Paternal,Departamento,1.0,1.0,1.0,22.0,58000.0
Argentina,Capital Federal,Villa Lugano,Departamento,3.0,2.0,1.0,53.0,55000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,1.0,65.0,130000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,83900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,90.0,185797.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,179.0,271126.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,3.0,261.0,255987.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,39.0,102000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,5.0,155.0,187173.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,65.0,77071.0
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,31.0,118000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,56427.0
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,2.0,61.0,68263.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,155.0,530000.0
Colombia,Quindío,Armenia,Apartamento,3.0,3.0,3.0,70.0,46793.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,63001.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,21.0,83000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,3.0,114.0,136251.0
Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,1.0,1.0,1.0,35.0,63000.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,4.0,3.0,1.0,61.0,135000.0
Argentina,Capital Federal,Puerto Madero,Departamento,4.0,3.0,5.0,212.0,1300007.0
Argentina,Capital Federal,Balvanera,Departamento,4.0,3.0,2.0,74.0,135000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,70.0,133000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,187.0,99092.0
Argentina,Capital Federal,Recoleta,Departamento,6.0,4.0,4.0,249.0,1800000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,35.0,107000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,65.0,96339.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,75.0,175000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40.0,60000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,98.0,113405.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,22.0,75000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,47.0,158000.0
Argentina,Capital Federal,Villa del Parque,Departamento,2.0,1.0,1.0,28.0,80000.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,31.0,82000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,50.0,66000.0
Argentina,Capital Federal,Villa Lugano,Departamento,4.0,3.0,1.0,71.0,74900.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,51.0,104000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,41.0,95000.0
Argentina,Capital Federal,San Telmo,Departamento,5.0,3.0,1.0,85.0,149000.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,40.0,70000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,32.0,115000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,3.0,110.0,330000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,30.0,54000.0
Colombia,Antioquia,Bello,Apartamento,1.0,1.0,1.0,35.0,46793.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,45.0,105000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,3.0,2.0,106.0,280000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,149.0,200936.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,184.0,253234.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,123.0,178915.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,60.0,95000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,244.0,330306.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,32.0,65000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,1.0,56.0,155000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,64.0,60556.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,65.0,135000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,64.0,59180.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,72.0,159648.0
Argentina,Neuquén,Neuquén,Departamento,3.0,2.0,2.0,102.0,150000.0
Argentina,Capital Federal,Parque Centenario,Departamento,3.0,2.0,1.0,52.0,140000.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,62.0,125000.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,1.0,48.0,34407.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,70.0,90834.0
Argentina,Córdoba,Córdoba,Departamento,4.0,2.0,1.0,72.0,117600.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,2.0,77.0,215000.0
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,4.0,154.0,93587.0
Colombia,Risaralda,Pereira,Apartamento,4.0,4.0,3.0,185.0,142582.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,42.0,75000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,281.0,467933.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,2.0,105.0,220000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,57.0,149000.0
Colombia,Antioquia,Envigado,Apartamento,2.0,2.0,3.0,115.0,170658.0
Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,1.0,1.0,1.0,42.0,95000.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,37.0,92000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40.0,129000.0
Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,2.0,1.0,1.0,44.0,99000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,58.0,53674.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,70.0,49546.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,45.0,44041.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,134.0,143132.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,33.0,100000.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,42.0,75000.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,60.0,179000.0
